ID_Transaccion;Monto;Fecha;Banco;Marca;Estado
TRX0011;"[{account_name"": ""account_vgldadbo"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/UEEWZZOQHUACGPOSNW7PMEPHB5TSS63S"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_daoajf"", ""monto"": 210000, ""vtex_transaction_id"": ""UEEWZZOQHUACGPOSNW7PMEPHB5TSS63S""}]""""";04/07/2026 16:00;BANCO_C;"{{""financial_entity"": ""ica"", ""amount"": ""-4044.34"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3697.26"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-1962.34"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-948.28"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}]""";AUTORIZADO
TRX0012;"""[{account_name"": ""account_enxjyiot"", ""callback_url"": ""https://nexoflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/Q9NNJGS44MZWMFGEYRLQQXR5AW72Z17B"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_nfefut"", ""monto"": 240000, ""vtex_transaction_id"": ""Q9NNJGS44MZWMFGEYRLQQXR5AW72Z17B}]""";26/07/2026 9:00;BANCO_C;"({""financial_entity"": ""aumento"", ""amount"": ""-4789.15"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-4863.52"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-1494.36"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4992.87"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICANINO""})""";AUTORIZADO
TRX0013;"({account_name"": ""account_kgcdfgnt"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/X2MQSAE27FTOQQX8LYDGP8ST5HIMJFUZ"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_ocqerd"", ""monto\"": 145000, ""vtex_transaction_id"": ""X2MQSAE27FTOQQX8LYDGP8ST5HIMJFUZ})""";05/07/2026 16:00;BANCO_B;"[{financial_entityfinancial_entity"": ""aumento"", ""amount"": ""-1435.83"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-463.3"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-2309.59"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-790.34"", ""detail"": ""tax_withholding""}, {""marca\"": ""RIFLE""}]""";AUTORIZADO
TRX0014;"({account_name"": ""account_cwykwyrq"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/RSB1KB6KYRLU5CDNQQTA6KEKTFLZMW0L"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_rbzgxr"", ""monto\"": 275000, ""vtex_transaction_id"": ""RSB1KB6KYRLU5CDNQQTA6KEKTFLZMW0L})""";20/07/2026 1:00;BANCO_B;"{{""financial_entity"": ""ica"", ""amount"": ""-2612.64"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-2561.05"", ""detail"": ""tax_withholding""}, {""marca\"": ""NAF NAF""}]""";AUTORIZADO
TRX0015;"[{account_name"": ""account_czotmfqw"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/8E3MIH8TYTB3CB6E379GWH3FHGIDLVPD"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_zofncg"", ""monto"": 350000, ""vtex_transaction_id"": ""8E3MIH8TYTB3CB6E379GWH3FHGIDLVPD""}]""""";12/07/2026 2:00;BANCO_B;"[{""financial_entity"": ""fuente"", ""amount"": ""-1191.39"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-2189.32"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-2339.29"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICANINO""}}]""""";AUTORIZADO
TRX0016;"[{account_name""account_rmbvhzzd"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/UV20KBL1WZIE7RWZ4DAFLJ1UORQ3BIO2"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_gifket"", ""monto\"": 150000, ""vtex_transaction_id"": ""UV20KBL1WZIE7RWZ4DAFLJ1UORQ3BIO2}]""";06/07/2026 11:00;BANCO_A;"[{financial_entityfinancial_entity"": ""cree"", ""amount"": ""-3865.72"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-1780.16"", ""detail"": ""tax_withholding""}, {""marca\"": ""AMERICAN EAGLE""}]""";AUTORIZADO
TRX0017;"""[{account_name"": ""account_lfvivfyf"", ""callback_url"": ""https://nexoflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/UPHX2589YP8P7VC7K3SZU1I0EI3WN3E2"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_crutbx"", ""monto\"": 310000, ""vtex_transaction_id"": ""UPHX2589YP8P7VC7K3SZU1I0EI3WN3E2}]""";13/07/2026 3:00;BANCO_B;"[{""financial_entity"": ""cree"", ""amount"": ""-2316.46"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-3235.33"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-910.94"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-1055.13"", ""detail"": ""tax_withholding""}, {""marca\"": ""NAF NAF""}}]""""";AUTORIZADO
TRX0018;"[{account_name"": ""account_sfkhgkav"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/8JAB2DIQXC04H1NNMOK92Y5KVFSD7P6W"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_lnchzj"", ""monto"": 95000, ""vtex_transaction_id"": ""8JAB2DIQXC04H1NNMOK92Y5KVFSD7P6W""}]""""";14/07/2026 6:00;BANCO_C;"({""financial_entity"": ""ica"", ""amount"": ""-4428.66"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-4337.37"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-2951.45"", ""detail"": ""tax_withholding""}, {""marca"": ""NAF NAF""})""";AUTORIZADO
TRX0019;"""[{account_name"": ""account_gxibhbse"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/L8BO9RAV3VVXACFI96WLE4HDTG7ZPKV9"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_ltjswa"", ""monto"": 350000, ""vtex_transaction_id"": ""L8BO9RAV3VVXACFI96WLE4HDTG7ZPKV9}]""";19/07/2026 14:00;BANCO_B;"[{financial_entityfinancial_entity"": ""cree"", ""amount"": ""-1532.09"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-4265.93"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}]""";AUTORIZADO
TRX0020;"[{account_name""account_rblkueci"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/JYSOTCX00BV7Z5T1SKHMESFNDUFKW5N7"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_ngwkcg"", ""monto"": 155000, ""vtex_transaction_id"": ""JYSOTCX00BV7Z5T1SKHMESFNDUFKW5N7}]""";13/07/2026 5:00;BANCO_C;"[{""financial_entity"": ""ica"", ""amount"": ""-1775.55"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3414.38"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}]";AUTORIZADO
TRX0021;"[{account_name"": ""account_evgnpncj"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/AF2LYWLM2N8ALGVTC9B42UQNXGDOW3GN"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_zgfrxf"", ""monto"": 155000, ""vtex_transaction_id"": ""AF2LYWLM2N8ALGVTC9B42UQNXGDOW3GN""}]""""";12/07/2026 8:00;BANCO_C;"[{""financial_entity"": ""ica"", ""amount"": ""-2466.26"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-3077.79"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-2404.99"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-2365.38"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}]";AUTORIZADO
TRX0022;"[{account_name"": ""account_qpdgjxzw"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/48MPHBFVAZV6CBXAEDJSA9VFFNOPHV6V"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_lxiway"", ""monto"": 240000, ""vtex_transaction_id"": ""48MPHBFVAZV6CBXAEDJSA9VFFNOPHV6V""]";08/07/2026 20:00;BANCO_A;"""[{""financial_entity"": ""cree"", ""amount"": ""-4629.02"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-3585.76"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-227.89"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-4101.71"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]""";AUTORIZADO
TRX0023;"""[{account_name"": ""account_kusdrwmp"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/8UFUYJGO86BGJ2SE9MMJLDG7B2N25YB5"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_vqiftm"", ""monto"": ""$95.000,00"", ""vtex_transaction_id"": ""8UFUYJGO86BGJ2SE9MMJLDG7B2N25YB5}]""";19/07/2026 7:00;BANCO_C;"[{""financial_entity"": ""cree"", ""amount"": ""-344.43"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-2675.17"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}}]""""";AUTORIZADO
TRX0024;"[{account_name"": ""account_pwnrkuiu"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/RU9NLR90WLRUA6CEFXXEULG7TWD9I1JS"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_fvahex"", ""monto"": ""$410.000,00"", ""vtex_transaction_id"": ""RU9NLR90WLRUA6CEFXXEULG7TWD9I1JS""]";07/07/2026 2:00;BANCO_C;"({""financial_entity"": ""iva"", ""amount"": ""-4689.02"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-4645.04"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-2385.95"", ""detail"": ""tax_withholding""}, {""marca"": ""NAF NAF""})""";AUTORIZADO
TRX0025;"[{account_name"": ""account_ueeqgbqj"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/QQNLJTS7RCXVBC9FTY7ZJWXV2RG6NG9W"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_dlqhcf"", ""monto"": ""155.000 COP"", ""monto"": 155000, ""vtex_transaction_id"": ""QQNLJTS7RCXVBC9FTY7ZJWXV2RG6NG9W""]";30/07/2026 7:00;BANCO_B;"[{""financial_entity"": ""aumento"", ""amount"": ""-1162.17"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-455.02"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-2105.38"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-2977.29"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}]";AUTORIZADO
TRX0026;"""[{account_name"": ""account_lfimsmfz"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/M6X4Y113W693F6JOT8SB8GYCKGMWWCL1"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_llvrev"", ""monto"": 95000, ""vtex_transaction_id"": ""M6X4Y113W693F6JOT8SB8GYCKGMWWCL1}]""";12/07/2026 1:00;BANCO_C;"""[{""financial_entity"": ""ica"", ""amount"": ""-1454.57"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3552.02"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-3892.59"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]""";AUTORIZADO
TRX0027;"[{account_name"": ""account_aryvygfe"", ""callback_url"": ""https://nexoflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/VAOVQOPGFHF7T1WSL7VZUHKXACJZWWVW"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_gjabiu"", ""monto"": 260000, ""vtex_transaction_id"": ""VAOVQOPGFHF7T1WSL7VZUHKXACJZWWVW""]";14/07/2026 6:00;BANCO_C;"[{""financial_entity"": ""fuente"", ""amount"": ""-4169.1"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-3520.85"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-4508.24"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3208.92"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}}]""""";AUTORIZADO
TRX0028;"[{account_name"": ""account_esjfmtrm"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/LAN3ZXD4OC51EADYZT7B3UM7TNSR14A4"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_bbzqnr"", ""monto"": 165000, ""vtex_transaction_id"": ""LAN3ZXD4OC51EADYZT7B3UM7TNSR14A4""]";14/07/2026 1:00;BANCO_B;"[{""financial_entity"": ""fuente"", ""amount"": ""-4847.79"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-2137.19"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-3199.1"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}}]""""";AUTORIZADO
TRX0029;"{""account_name"": ""account_fswxlnrd"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/YTRMIHMZKK40E85HVE0ZC121K3NNGEMF"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_hrascb"", ""monto"": ""$350.000,00"", ""vtex_transaction_id"": ""YTRMIHMZKK40E85HVE0ZC121K3NNGEMF}]""";23/07/2026 18:00;BANCO_B;"{{""financial_entity"": ""iva"", ""amount"": ""-3475.89"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3239.95"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-4822.5"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}]""";AUTORIZADO
TRX0030;"{""account_name"": ""account_btlanojx"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/JABTBBMPMDPX6OG8Z0QAO2XIC5FUCTXN"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_jzrofj"", ""monto"": 350000, ""vtex_transaction_id"": ""JABTBBMPMDPX6OG8Z0QAO2XIC5FUCTXN}]""";28/07/2026 14:00;BANCO_C;"({""financial_entity"": ""ica"", ""amount"": ""-1348.78"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-3999.51"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4107.63"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""})""";AUTORIZADO
TRX0031;"({account_name"": ""account_engxhwwa"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/6TM1VQ397JK5AANM98Q4VLB4H5H0U55H"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_skvhoq"", ""monto"": 350000, ""vtex_transaction_id"": ""6TM1VQ397JK5AANM98Q4VLB4H5H0U55H})""";18/07/2026 8:00;BANCO_C;"""[{""financial_entity"": ""ica"", ""amount"": ""-2762.19"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-415.84"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-2987.6"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-1082.71"", ""detail"": ""tax_withholding""}, {""marca"": ""NAF NAF""}]""";AUTORIZADO
TRX0032;"""[{account_name"": ""account_byinnesz"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/OLL8QI2AXXHI8GBYL3D88JYOWRG1X4Q5"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_rfilii"", ""monto"": 320000, ""vtex_transaction_id"": ""OLL8QI2AXXHI8GBYL3D88JYOWRG1X4Q5}]""";07/07/2026 13:00;BANCO_B;"[{financial_entityfinancial_entity"": ""iva"", ""amount"": ""-3009.42"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4677.84"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-2626.85"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-3691.75"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICANINO""}]""";AUTORIZADO
TRX0033;"[{account_name""account_xuevahpv"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/QM7WXUJ3DI1VG81X7D7CMLZIB8L91K25"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_bmmgjx"", ""monto"": ""340.000 COP"", ""monto"": 340000, ""vtex_transaction_id"": ""QM7WXUJ3DI1VG81X7D7CMLZIB8L91K25}]""";03/07/2026 17:00;BANCO_A;"""[{""financial_entity"": ""ica"", ""amount"": ""-2582.4"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3892.66"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3472.28"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]""";AUTORIZADO
TRX0034;"""[{account_name"": ""account_otawhdwn"", ""callback_url"": ""https://nexoflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/ZZ5JPJV8QDF4NXZ43HODO3KJ6FRG0ZAS"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_ksgtij"", ""monto"": ""410.000 COP"", ""monto"": 410000, ""vtex_transaction_id"": ""ZZ5JPJV8QDF4NXZ43HODO3KJ6FRG0ZAS}]""";12/07/2026 2:00;BANCO_B;"[{""financial_entity"": ""fuente"", ""amount"": ""-3667.58"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-1738.65"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}]";AUTORIZADO
